87;Апрелевка,Апрелевки,Апрелевке,Апрелевку,Апрелевкой,Апрелевке;Апрелевка
88;Апшеронск,Апшеронска,Апшеронску,Апшеронск,Апшеронском,Апшеронске;Апшеронск
89;Арамиль,Арамиля,Арамилю,Арамиль,Арамилем,Арамиле;Арамиль
90;Арбагар,Арбагара,Арбагару,Арбагар,Арбагаром,Арбагаре;Арбагар
91;Арбаж,Арбажа,Арбажу,Арбаж,Арбажем,Арбаже;Арбаж
92;Аргаяш,Аргаяша,Аргаяшу,Аргаяш,Аргаяшем,Аргаяше;Аргаяш
93;Аргун,Аргуна,Аргуну,Аргун,Аргуном,Аргуне;Аргун
94;Ардатов,Ардатова,Ардатову,Ардатов,Ардатовом,Ардатове;Ардатов
95;Ардон,Ардона,Ардону,Ардон,Ардоном,Ардоне;Ардон
96;Арзамас,Арзамаса,Арзамасу,Арзамас,Арзамасом,Арзамасе;Арзамас
97;Арзгир,Арзгира,Арзгиру,Арзгир,Арзгиром,Арзгире;Арзгир
98;Аркадак,Аркадака,Аркадаку,Аркадак,Аркадаком,Аркадаке;Аркадак
99;Аркуль,Аркуля,Аркулю,Аркуль,Аркулем,Аркуле;Аркуль
100;Армавир,Армавира,Армавиру,Армавир,Армавиром,Армавире;Армавир
101;Армизонское,Армизонского,Армизонскому,Армизонское,Армизонским,Армизонском;Армизонское
102;Аромашево,Аромашева,Аромашеву,Аромашево,Аромашевом,Аромашеве;Аромашево
103;Арсеньев,Арсеньева,Арсеньеву,Арсеньев,Арсеньевом,Арсеньеве;Арсеньев
104;Арсеньево,Арсеньева,Арсеньеву,Арсеньево,Арсеньевом,Арсеньеве;Арсеньево
105;Арск,Арска,Арску,Арск,Арском,Арске;Арск
106;Артем,Артема,Артему,Артем,Артемом,Артеме;Артем
107;Артемовск,Артемовска,Артемовску,Артемовск,Артемовском,Артемовске;Артемовск
108;Артемовский,Артемовского,Артемовскому,Артемовский,Артемовским,Артемовском;Артемовский
109;Арти,Арти,Арти,Арти,Арти,Арти;Арти
110;Архангельск,Архангельска,Архангельску,Архангельск,Архангельском,Архангельске;Архангельск
111;Архангельское,Архангельского,Архангельскому,Архангельское,Архангельским,Архангельском;Архангельское
112;Архара,Архары,Архаре,Архару,Архарой,Архаре;Архара
113;Архипо-Осиповка,Архипо-Осиповки,Архипо-Осиповке,Архипо-Осиповку,Архипо-Осиповкой,Архипо-Осиповке;Архипо-Осиповка
114;Архиповка,Архиповки,Архиповке,Архиповку,Архиповкой,Архиповке;Архиповка
115;Аршань,Аршаня,Аршаню,Аршаня,Аршанем,Аршане;Аршань
116;Арья,Арьи,Арье,Арью,Арьей,Арье;Арья
117;Асбест,Асбеста,Асбесту,Асбест,Асбестом,Асбесте;Асбест
118;Асекеево,Асекеева,Асекееву,Асекеево,Асекеевом,Асекееве;Асекеево
119;Асино,Асина,Асину,Асино,Асином,Асине;Асино
120;Аскиз,Аскиза,Аскизу,Аскиз,Аскизом,Аскизе;Аскиз
121;Аскино,Аскина,Аскину,Аскино,Аскином,Аскине;Аскино
122;Астрахань,Астрахани,Астрахани,Астрахань,Астраханью,Астрахани;Астрахань
123;Атагай,Атагая,Атагаю,Атагай,Атагаем,Атагае;Атагай
124;Атамановка,Атамановки,Атамановке,Атамановку,Атамановкой,Атамановке;Атамановка
125;Атка,Атки,Атке,Атку,Аткой,Атке;Атка
126;Аткарск,Аткарска,Аткарску,Аткарск,Аткарском,Аткарске;Аткарск
127;Атласово,Атласова,Атласову,Атласово,Атласовым,Атласовом;Атласово
128;Атюрьево,Атюрьева,Атюрьеву,Атюрьево,Атюрьевом,Атюрьеве;Атюрьево
129;Атяшево,Атяшева,Атяшеву,Атяшево,Атяшевом,Атяшеве;Атяшево
130;Афипский,Афипского,Афипскому,Афипский,Афипским,Афипском;Афипский
131;Африканда,Африканды,Африканде,Африканду,Африкандой,Африканде;Африканда
132;Ахтубинск,Ахтубинска,Ахтубинску,Ахтубинск,Ахтубинском,Ахтубинске;Ахтубинск
133;Ахты,Ахт,Ахтам,Ахты,Ахтами,Ахтах;Ахты
134;Ахтырский,Ахтырского,Ахтырскому,Ахтырский,Ахтырским,Ахтырском;Ахтырский
135;Ачинск,Ачинска,Ачинску,Ачинск,Ачинском,Ачинске;Ачинск
136;Ачису,Ачису,Ачису,Ачису,Ачису,Ачису;Ачису
137;Ачит,Ачита,Ачиту,Ачит,Ачитом,Ачите;Ачит
138;Ачуево,Ачуева,Ачуеву,Ачуево,Ачуевом,Ачуеве;Ачуево
139;Аша,Аши,Аше,Ашу,Ашей,Аше;Аша
140;Ашитково,Ашиткова,Ашиткову,Ашитково,Ашитковом,Ашиткове;Ашитково
141;Аютинск,Аютинска,Аютинску,Аютинск,Аютинском,Аютинске;Аютинск
142;Аян,Аяна,Аяну,Аян,Аяном,Аяне;Аян
143;Аянка,Аянки,Аянке,Аянку,Аянкой,Аянке;Аянка
144;Бабаево,Бабаева,Бабаеву,Бабаево,Бабаевом,Бабаеве;Бабаево
145;Бабаюрт,Бабаюрта,Бабаюрту,Бабаюрт,Бабаюртом,Бабаюрте;Бабаюрт
146;Бабушкин,Бабушкина,Бабушкиному,Бабушкин,Бабушкиным,Бабушкином;Бабушкин
147;Бабынино,Бабынина,Бабынину,Бабынино,Бабынином,Бабынине;Бабынино
148;Бавлы,Бавлов,Бавлам,Бавлы,Бавлами,Бавлах;Бавлы
149;Багаевский,Багаевского,Багаевскому,Багаевский,Багаевским,Багаевском;Багаевский
150;Баган,Багана,Багану,Баган,Баганом,Багане;Баган
151;Багдарин,Багдарина,Багдарину,Багдарин,Багдарином,Багдарине;Багдарин
152;Багратионовск,Багратионовска,Багратионовску,Багратионовск,Багратионовском,Багратионовске;Багратионовск
153;Баево,Баева,Баеву,Баево,Баевом,Баеве;Баево
154;Базарный Карабулак,Базарного Карабулака,Базарному Карабулаку,Базарный Карабулак,Базарным Карабулаком,Базарном Карабулаке;Базарный Карабулак
155;Базарный Сызган,Базарного Сызгана,Базарному Сызгану,Базарный Сызган,Базарным Сызганом,Базарном Сызгане;Базарный Сызган
156;Бай Хаак,Бая Хаака,Баю Хааку,Бай Хаак,Баем Хааком,Бае Хааке;Бай Хаак
157;Байкал,Байкала,Байкалу,Байкал,Байкалом,Байкале;Байкал
158;Байкалово,Байкалова,Байкалову,Байкалово,Байкаловом,Байкалове;Байкалово
159;Байкальск,Байкальска,Байкальску,Байкальск,Байкальском,Байкальске;Байкальск
160;Байкит,Байкита,Байкиту,Байкит,Байкитом,Байките;Байкит
161;Байконур,Байконура,Байконуру,Байконур,Байконуром,Байконуре;Байконур
162;Баймак,Баймака,Баймаку,Баймак,Баймаком,Баймаке;Баймак
163;Бакал,Бакала,Бакалу,Бакал,Бакалом,Бакале;Бакал
164;Баксан,Баксана,Баксану,Баксан,Баксаном,Баксане;Баксан
165;Бакчар,Бакчара,Бакчару,Бакчар,Бакчаром,Бакчаре;Бакчар
166;Бакшеево,Бакшеева,Бакшееву,Бакшеево,Бакшеевом,Бакшееве;Бакшеево
167;Балабаново,Балабанова,Балабанову,Балабаново,Балабановом,Балабанове;Балабаново
168;Балаганск,Балаганска,Балаганску,Балаганск,Балаганском,Балаганске;Балаганск
169;Балакирево,Балакирева,Балакирево,Балакирево,Балакирево,Балакиреве;Балакирево
170;Балаково,Балакова,Балаково,Балаково,Балаково,Балакове;Балаково
171;Балахна,Балахны,Балахне,Балахну,Балахной,Балахне;Балахна
172;Балахта,Балахты,Балахте,Балахту,Балахтой,Балахте;Балахта
173;Балашиха,Балашихи,Балашихе,Балашиху,Балашихой,Балашихе;Балашиха
174;Балашов,Балашова,Балашову,Балашов,Балашовом,Балашове;Балашов
175;Балезино,Балезина,Балезину,Балезино,Балезином,Балезине;Балезино
176;Балей,Балея,Балею,Балея,Балеем,Балее;Балей
177;Балтай,Балтая,Балтаю,Балтая,Балтаем,Балтае;Балтай
178;Балтаси,Балтаси,Балтаси,Балтаси,Балтаси,Балтаси;Балтаси
179;Балтийск,Балтийска,Балтийску,Балтийск,Балтийском,Балтийске;Балтийск
180;Балыгычан,Балыгычана,Балыгычану,Балыгычан,Балыгычаном,Балыгычане;Балыгычан
181;Балыкса,Балыксы,Балыксе,Балыксу,Балыксой,Балыксе;Балыкса
182;Барабинск,Барабинска,Барабинску,Барабинск,Барабинском,Барабинске;Барабинск
183;Баргузин,Баргузина,Баргузину,Баргузин,Баргузином,Баргузине;Баргузин
184;Барда,Барды,Барде,Барду,Бардой,Барде;Барда
185;Барзас,Барзаса,Барзасу,Барзас,Барзасом,Барзасе;Барзас
186;Барнаул,Барнаула,Барнаулу,Барнаул,Барнаулом,Барнауле;Барнаул
187;Барыбино,Барыбина,Барыбину,Барыбино,Барыбином,Барыбине;Барыбино
188;Барыш,Барыша,Барышу,Барыш,Барышом,Барыше;Барыш
189;Барятино,Барятина,Барятину,Барятино,Барятином,Барятине;Барятино
190;Басьяновский,Басьяновского,Басьяновскому,Басьяновского,Басьяновским,Басьяновском;Басьяновский
191;Батагай,Батагая,Батагаю,Батагай,Батагаем,Батагае;Батагай
192;Батайск,Батайска,Батайску,Батайск,Батайском,Батайске;Батайск
193;Батецкий,Батецкого,Батецкому,Батецкий,Батецким,Батецком;Батецкий
194;Батурино,Батурино,Батурино,Батурино,Батурино,Батурино;Батурино
195;Батырева,Батыревой,Батыревой,Батырева,Батыревой,Батыревой;Батырева
196;Башмаково,Башмакова,Башмакову,Башмаково,Башмаковом,Башмакове;Башмаково
197;Баянгол,Баянгола,Баянголу,Баянгол,Баянголом,Баянголе;Баянгол
198;Баяндай,Баяндая,Баяндаю,Баяндай,Баяндаем,Баяндае;Баяндай
199;Бегичевский,Бегичевского,Бегичевскому,Бегичевский,Бегичевским,Бегичевском;Бегичевский
200;Беднодемьяновск,Беднодемьяновска,Беднодемьяновску,Беднодемьяновск,Беднодемьяновском,Беднодемьяновске;Беднодемьяновск
201;Бежаницы,Бежаниц,Бежаницам,Бежаницы,Бежаницами,Бежаницах;Бежаницы
202;Бежецк,Бежецка,Бежецку,Бежецк,Бежецком,Бежецке;Бежецк
203;Бежта,Бежты,Бежте,Бежту,Бежтой,Бежте;Бежта
204;Безенчук,Безенчука,Безенчуку,Безенчук,Безенчуком,Безенчуке;Безенчук
205;Беково,Бекова,Бекову,Беково,Бековом,Бекове;Беково
206;Белая Березка,Белой Березки,Белой Березке,Белую Березку,Белой Березкой,Белой Березке;Белая Березка
207;Белая Калитва,Белой Калитвы,Белой Калитве,Белую Калитву,Белой Калитвой,Белой Калитве;Белая Калитва
208;Белая Холуница,Белой Холуницы,Белой Холунице,Белую Холуницу,Белой Холуницей,Белой Холунице;Белая Холуница
209;Белая,Белой,Белой,Белую,Белой,Белой;Белая
210;Белгород,Белгорода,Белгороду,Белгород,Белгородом,Белгороде;Белгород
211;Белебей,Белебея,Белебею,Белебей,Белебеем,Белебее;Белебей
212;Белев,Белева,Белеву,Белев,Белевом,Белеве;Белев
213;Белинский,Белинского,Белинскому,Белинский,Белинским,Белинском;Белинский
214;Белово,Белова,Белову,Белово,Беловом,Белове;Белово
215;Белогорск,Белогорска,Белогорску,Белогорск,Белогорском,Белогорске;Белогорск
216;Белозерск,Белозерска,Белозерску,Белозерск,Белозерском,Белозерске;Белозерск
217;Белокуриха,Белокурихи,Белокурихе,Белокуриху,Белокурихой,Белокурихе;Белокуриха
218;Беломорск,Беломорска,Беломорску,Беломорск,Беломорском,Беломорске;Беломорск
219;Белоомут,Белоомута,Белоомуту,Белоомут,Белоомутом,Белоомуте;Белоомут
220;Белорецк,Белорецка,Белорецку,Белорецк,Белорецком,Белорецке;Белорецк
221;Белореченск,Белореченска,Белореченску,Белореченск,Белореченском,Белореченске;Белореченск
222;Белоусово,Белоусова,Белоусову,Белоусово,Белоусовом,Белоусове;Белоусово
223;Белоярск,Белоярска,Белоярску,Белоярск,Белоярском,Белоярске;Белоярск
224;Белоярский,Белоярского,Белоярскому,Белоярского,Белоярским,Белоярском;Белоярский
225;Белый Городок,Белого Городка,Белому Городку,Белый Городок,Белым Городком,Белом Городке;Белый Городок
226;Белый Яр,Белого Яра,Белому Яру,Белый Яр,Белым Яром,Белом Яре;Белый Яр
227;Белый,Белого,Белому,Белого,Белым,Белом;Белый
228;Бельтырский,Бельтырского,Бельтырскому,Бельтырский,Бельтырским,Бельтырском;Бельтырский
229;Беляевка,Беляевки,Беляевке,Беляевку,Беляевкой,Беляевке;Беляевка
230;Бердигестях,Бердигестяха,Бердигестяху,Бердигестях,Бердигестяхом,Бердигестяхе;Бердигестях
231;Бердск,Бердска,Бердску,Бердск,Бердском,Бердске;Бердск
232;Бердюжье,Бердюжья,Бердюжью,Бердюжье,Бердюжьем,Бердюжье;Бердюжье
233;Береговой,Берегового,Береговому,Береговой,Береговым,Береговом;Береговой
234;Березайка,Березайки,Березайке,Березайку,Березайкой,Березайке;Березайка
235;Березник,Березника,Березнику,Березник,Березником,Березнике;Березник
236;Березники,Березников,Березникам,Березники,Березниками,Березниках;Березники
237;Березовский,Березовского,Березовскому,Березовского,Березовским,Березовском;Березовский
238;Березовый,Березового,Березовому,Березовый,Березовым,Березовом;Березовый
239;Берендеево,Берендеева,Берендееву,Берендеево,Берендеевом,Берендееве;Берендеево
240;Беринговский,Беринговского,Беринговскому,Беринговского,Беринговским,Беринговском;Беринговский
241;Беркакит,Беркакита,Беркакиту,Беркакита,Беркакитом,Беркаките;Беркакит
242;Беслан,Беслана,Беслану,Беслан,Бесланом,Беслане;Беслан
243;Бессоновка,Бессоновки,Бессоновке,Бессоновку,Бессоновкой,Бессоновке;Бессоновка
244;Бестях,Бестяха,Бестяху,Бестях,Бестяхом,Бестяхе;Бестях
245;Бетлица,Бетлицы,Бетлице,Бетлицу,Бетлицей,Бетлице;Бетлица
246;Бея,Беи,Бее,Бею,Беей,Бее;Бея
247;Биаза,Биазы,Биазе,Биазу,Биазой,Биазе;Биаза
248;Бижбуляк,Бижбуляка,Бижбуляку,Бижбуляк,Бижбуляком,Бижбуляке;Бижбуляк
249;Бийск,Бийска,Бийску,Бийск,Бийском,Бийске;Бийск
250;Бикин,Бикина,Бикину,Бикина,Бикином,Бикине;Бикин
251;Бира,Биры,Бире,Биру,Бирой,Бире;Бира
252;Биракан,Биракана,Биракану,Биракан,Бираканом,Биракане;Биракан
253;Биробиджан,Биробиджана,Биробиджану,Биробиджан,Биробиджаном,Биробиджане;Биробиджан
254;Бирск,Бирска,Бирску,Бирск,Бирском,Бирске;Бирск
255;Бирюсинск,Бирюсинска,Бирюсинску,Бирюсинск,Бирюсинском,Бирюсинске;Бирюсинск
256;Бискамжа,Бискамжи,Бискамже,Бискамжу,Бискамжей,Бискамже;Бискамжа
257;Бичура,Бичуры,Бичуре,Бичуру,Бичурой,Бичуре;Бичура
258;Благовещенск,Благовещенска,Благовещенску,Благовещенск,Благовещенском,Благовещенске;Благовещенск
259;Благодарный,Благодарного,Благодарному,Благодарный,Благодарным,Благодарном;Благодарный
260;Бобров,Боброва,Боброву,Бобров,Бобровом,Боброве;Бобров
261;Богатое,Богатого,Богатому,Богатое,Богатым,Богатом;Богатое
262;Богатырь,Богатыря,Богатырю,Богатырь,Богатырем,Богатыре;Богатырь
263;Богданович,Богдановича,Богдановичу,Богданович,Богдановичем,Богдановиче;Богданович
264;Боговарово,Боговарова,Боговарову,Боговарово,Боговаровом,Боговарове;Боговарово
265;Боголюбово,Боголюбова,Боголюбову,Боголюбово,Боголюбовом,Боголюбове;Боголюбово
266;Богородицк,Богородицка,Богородицку,Богородицк,Богородицком,Богородицке;Богородицк
267;Богородск,Богородска,Богородску,Богородск,Богородском,Богородске;Богородск
268;Богородское,Богородского,Богородскому,Богородское,Богородским,Богородском;Богородское
269;Боготол,Боготола,Боготолу,Боготол,Боготолом,Боготоле;Боготол
270;Боград,Бограда,Бограду,Боград,Боградом,Бограде;Боград
271;Богучаны,Богучан,Богучанам,Богучан,Богучанами,Богучанах;Богучаны
272;Богучар,Богучара,Богучару,Богучар,Богучаром,Богучаре;Богучар
273;Бодайбо,Бодайбо,Бодайбо,Бодайбо,Бодайбо,Бодайбо;Бодайбо
274;Боковская,Боковской,Боковской,Боковскую,Боковской,Боковской;Боковская
275;Бокситогорск,Бокситогорска,Бокситогорску,Бокситогорск,Бокситогорском,Бокситогорске;Бокситогорск
276;Бологое,Бологого,Бологому,Бологое,Бологим,Бологом;Бологое
277;Болонь,Болони,Болони,Болонь,Болонью,Болони;Болонь
278;Болотное,Болотного,Болотному,Болотное,Болотным,Болотном;Болотное
279;Болохово,Болохова,Болохову,Болохово,Болоховом,Болохове;Болохово
280;Болхов,Болхова,Болхову,Болхова,Болховом,Болхове;Болхов
281;Большая Вишера,Большей Вишеры,Большей Вишере,Большую Вишеру,Большей Вишерой,Большей Вишере;Большая Вишера
282;Большая Глущица,Большей Глущицы,Большей Глущице,Большую Глущицу,Большей Глущицей,Большей Глущице;Большая Глущица
283;Большая Ижора,Большей Ижоры,Большей Ижоре,Большую Ижору,Большей Ижорой,Большей Ижоре;Большая Ижора
284;Большая Мартыновка,Большей Мартыновки,Большей Мартыновке,Большую Мартыновку,Большей Мартыновкой,Большей Мартыновке;Большая Мартыновка
285;Большая Мурта,Большей Мурты,Большей Мурте,Большую Мурту,Большей Муртой,Большей Мурте;Большая Мурта
286;Большая Речка,Большей Речки,Большей Речке,Большую Речку,Большей Речкой,Большей Речке;Большая Речка
287;Большая Соснова,Большей Сосновы,Большей Соснове,Большую Соснову,Большей Сосновой,Большей Соснове;Большая Соснова
288;Большая Черниговка,Большей Черниговки,Большей Черниговке,Большую Черниговку,Большей Черниговкой,Большей Черниговке;Большая Черниговка
289;Большевик,Большевика,Большевику,Большевик,Большевиком,Большевике;Большевик
290;Большерецк,Большерецка,Большерецку,Большерецк,Большерецком,Большерецке;Большерецк
291;Большереченск,Большереченска,Большереченску,Большереченск,Большереченском,Большереченске;Большереченск
292;Большеречье,Большеречья,Большеречью,Большеречье,Большеречьем,Большеречье;Большеречье
293;Большеустьикинское,Большеустьикинского,Большеустьикинскому,Большеустьикинское,Большеустьикинским,Большеустьикинском;Большеустьикинское
294;Большое Болдино,Большого Болдина,Большому Болдину,Большое Болдино,Большим Болдином,Большом Болдине;Большое Болдино
295;Большое Игнатово,Большого Игнатова,Большому Игнатову,Большое Игнатово,Большим Игнатовом,Большом Игнатове;Большое Игнатово
296;Большое Козино,Большого Козино,Большому Козино,Большое Козино,Большим Козино,Большом Козино;Большое Козино
297;Большое Мурашкино,Большого Мурашкина,Большому Мурашкину,Большое Мурашкино,Большим Мурашкином,Большом Мурашкине;Большое Мурашкино
298;Большое Нагаткино,Большого Нагаткино,Большому Нагаткино,Большое Нагаткино,Большим Нагаткино,Большом Нагаткино;Большое Нагаткино
299;Большое Пикино,Большого Пикина,Большому Пикину,Большое Пикино,Большим Пикином,Большом Пикине;Большое Пикино
300;Большое Полпино,Большого Полпина,Большому Полпино,Большое Полпино,Большим Полпино,Большом Полпине;Большое Полпино
301;Большое Село,Большого Села,Большому Селу,Большое Село,Большим Селом,Большом Селе;Большое Село
302;Большое Солдатское,Большого Солдатского,Большому Солдатскому,Большое Солдатское,Большим Солдатским,Большом Солдатском;Большое Солдатское
303;Большое Сорокино,Большого Сорокино,Большому Сорокино,Большое Сорокино,Большим Сорокино,Большом Сорокино;Большое Сорокино
304;Большой Камень,Большого Камня,Большому Камню,Большой Камень,Большим Камнем,Большом Камне;Большой Камень
305;Большой Луг,Большого Луга,Большому Лугу,Большой Луг,Большим Лугом,Большом Луге;Большой Луг
306;Большой Улуй,Большого Улуя,Большому Улую,Большой Улуй,Большим Улуем,Большом Улуе;Большой Улуй
307;Бор,Бора,Бору,Бор,Бором,Боре;Бор
308;Борзя,Борзи,Борзе,Борзю,Борзей,Борзе;Борзя
309;Борисовка,Борисовки,Борисовке,Борисовку,Борисовкой,Борисовке;Борисовка
310;Борисоглебск,Борисоглебска,Борисоглебску,Борисоглебск,Борисоглебском,Борисоглебске;Борисоглебск
